Dex No,Name,Base Name,Type 1,Type 2,BST,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Poke-Images
264,Galarian Linoone,Linoone,DARK,NORMAL,420,78,70,61,50,61,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Farfetch'd.png?raw=true
52,Galarian Meowth,Meowth,STEEL,-,290,50,65,55,40,40,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Linoone.png?raw=true
146,Galarian Moltres,Moltres,DARK,FLYING,580,90,85,90,100,125,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meowth.png?raw=true
122,Galarian Mr. Mime,Mr. Mime,ICE,PSYCHIC,460,50,65,65,90,90,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Moltres.png?raw=true
77,Galarian Ponyta,Ponyta,PSYCHIC,-,410,50,85,55,65,65,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mr. Mime.png?raw=true
78,Galarian Rapidash,Rapidash,PSYCHIC,FAIRY,500,65,100,70,80,80,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ponyta.png?raw=true
80,Galarian Slowbro,Slowbro,POISON,PSYCHIC,490,95,100,95,100,70,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rapidash.png?raw=true
199,Galarian Slowking,Slowking,POISON,PSYCHIC,490,95,65,80,110,110,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slowbro.png?raw=true
79,Galarian Slowpoke,Slowpoke,PSYCHIC,-,315,90,65,65,40,40,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slowking.png?raw=true
555,Galarian Standard Mode,Darmanitan,ICE,-,480,105,140,55,30,55,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slowpoke.png?raw=true
618,Galarian Stunfisk,Stunfisk,GROUND,STEEL,471,109,81,99,66,84,32,https://github.com/Ajeet58698/Pokemon-images/blob/main/Darmanitan.png?raw=true
110,Galarian Weezing,Weezing,POISON,FAIRY,490,65,90,120,85,70,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stunfisk.png?raw=true
562,Galarian Yamask,Yamask,GROUND,GHOST,303,38,55,85,30,65,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Weezing.png?raw=true
145,Galarian Zapdos,Zapdos,FIGHTING,FLYING,580,90,125,90,85,90,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Yamask.png?raw=true
555,Galarian Zen Mode,Darmanitan,ICE,FIRE,540,105,160,55,30,55,135,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zapdos.png?raw=true
263,Galarian Zigzagoon,Zigzagoon,DARK,NORMAL,240,38,30,41,30,41,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Darmanitan.png?raw=true
475,Gallade,Gallade,PSYCHIC,FIGHTING,518,68,125,65,65,115,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zigzagoon.png?raw=true
596,Galvantula,Galvantula,BUG,ELECTRIC,472,70,77,60,97,60,108,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gallade.png?raw=true
569,Garbodor,Garbodor,POISON,-,474,80,95,82,60,82,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Galvantula.png?raw=true
445,Garchomp,Garchomp,DRAGON,GROUND,600,108,130,95,80,85,102,https://github.com/Ajeet58698/Pokemon-images/blob/main/Garbodor.png?raw=true
282,Gardevoir,Gardevoir,PSYCHIC,FAIRY,518,68,65,65,125,115,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Garchomp.png?raw=true
934,Garganacl,Garganacl,ROCK,-,500,100,100,130,45,90,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gardevoir.png?raw=true
92,Gastly,Gastly,GHOST,POISON,310,30,35,30,100,35,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Garganacl.png?raw=true
423,Gastrodon,Gastrodon,WATER,GROUND,475,111,83,68,92,82,39,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gastly.png?raw=true
649,Genesect,Genesect,BUG,STEEL,600,71,120,95,120,95,99,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gastrodon.png?raw=true
94,Gengar,Gengar,GHOST,POISON,500,60,65,60,130,75,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Genesect.png?raw=true
74,Geodude,Geodude,ROCK,GROUND,300,40,80,100,30,30,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gengar.png?raw=true
1000,Gholdengo,Gholdengo,STEEL,GHOST,550,87,60,95,133,91,84,https://github.com/Ajeet58698/Pokemon-images/blob/main/Geodude.png?raw=true
443,Gible,Gible,DRAGON,GROUND,300,58,70,45,40,45,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gholdengo.png?raw=true
526,Gigalith,Gigalith,ROCK,-,515,85,135,130,60,80,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gible.png?raw=true
203,Girafarig,Girafarig,NORMAL,PSYCHIC,455,70,80,65,90,65,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gigalith.png?raw=true
471,Glaceon,Glaceon,ICE,-,525,65,60,110,130,95,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Girafarig.png?raw=true
362,Glalie,Glalie,ICE,-,480,80,80,80,80,80,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Glaceon.png?raw=true
431,Glameow,Glameow,NORMAL,-,310,49,55,42,42,37,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Glalie.png?raw=true
896,Glastrier,Glastrier,ICE,-,580,100,145,130,65,110,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Glameow.png?raw=true
207,Gligar,Gligar,GROUND,FLYING,430,65,75,105,35,65,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Glastrier.png?raw=true
969,Glimmet,Glimmet,ROCK,POISON,350,48,35,42,105,60,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gligar.png?raw=true
970,Glimmora,Glimmora,ROCK,POISON,525,83,55,90,130,81,86,https://github.com/Ajeet58698/Pokemon-images/blob/main/Glimmet.png?raw=true
472,Gliscor,Gliscor,GROUND,FLYING,510,75,95,125,45,75,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Glimmora.png?raw=true
44,Gloom,Gloom,GRASS,POISON,395,60,65,70,85,75,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gliscor.png?raw=true
673,Gogoat,Gogoat,GRASS,-,531,123,100,62,97,81,68,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gloom.png?raw=true
42,Golbat,Golbat,POISON,FLYING,455,75,80,70,65,75,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gogoat.png?raw=true
118,Goldeen,Goldeen,WATER,-,320,45,67,60,35,50,63,https://github.com/Ajeet58698/Pokemon-images/blob/main/Golbat.png?raw=true
55,Golduck,Golduck,WATER,-,500,80,82,78,95,80,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Goldeen.png?raw=true
76,Golem,Golem,ROCK,GROUND,495,80,120,130,55,65,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Golduck.png?raw=true
622,Golett,Golett,GROUND,GHOST,303,59,74,50,35,50,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Golem.png?raw=true
768,Golisopod,Golisopod,BUG,WATER,530,75,125,140,60,90,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Golett.png?raw=true
623,Golurk,Golurk,GROUND,GHOST,483,89,124,80,55,80,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Golisopod.png?raw=true
706,Goodra,Goodra,DRAGON,-,600,90,100,70,110,150,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Golurk.png?raw=true
704,Goomy,Goomy,DRAGON,-,300,45,50,35,55,75,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Goodra.png?raw=true
368,Gorebyss,Gorebyss,WATER,-,485,55,84,105,114,75,52,https://github.com/Ajeet58698/Pokemon-images/blob/main/Goomy.png?raw=true
829,Gossifleur,Gossifleur,GRASS,-,250,40,40,60,40,60,10,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gorebyss.png?raw=true
574,Gothita,Gothita,PSYCHIC,-,290,45,30,50,55,65,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gossifleur.png?raw=true
576,Gothitelle,Gothitelle,PSYCHIC,-,490,70,55,95,95,110,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gothita.png?raw=true
575,Gothorita,Gothorita,PSYCHIC,-,390,60,45,70,75,85,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gothitelle.png?raw=true
945,Grafaiai,Grafaiai,POISON,NORMAL,485,63,95,65,80,72,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gothorita.png?raw=true
210,Granbull,Granbull,FAIRY,-,450,90,120,75,60,60,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grafaiai.png?raw=true
853,Grapploct,Grapploct,FIGHTING,-,480,80,118,90,70,80,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Granbull.png?raw=true
75,Graveler,Graveler,ROCK,GROUND,390,55,95,115,45,45,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grapploct.png?raw=true
984,Great Tusk,Great Tusk,GROUND,FIGHTING,570,115,131,131,53,53,87,https://github.com/Ajeet58698/Pokemon-images/blob/main/Graveler.png?raw=true
971,Greavard,Greavard,GHOST,-,290,50,61,60,30,55,34,https://github.com/Ajeet58698/Pokemon-images/blob/main/Great Tusk.png?raw=true
820,Greedent,Greedent,NORMAL,-,460,120,95,95,55,75,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Greavard.png?raw=true
931,Green Plumage,Squawkabilly,NORMAL,FLYING,417,82,96,51,45,51,92,https://github.com/Ajeet58698/Pokemon-images/blob/main/Greedent.png?raw=true
658,Greninja,Greninja,WATER,DARK,530,72,95,67,103,71,122,https://github.com/Ajeet58698/Pokemon-images/blob/main/Squawkabilly.png?raw=true
88,Grimer,Grimer,POISON,-,325,80,80,50,40,50,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Greninja.png?raw=true
861,Grimmsnarl,Grimmsnarl,DARK,FAIRY,510,95,120,65,95,75,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grimer.png?raw=true
810,Grookey,Grookey,GRASS,-,310,50,65,50,40,40,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grimmsnarl.png?raw=true
388,Grotle,Grotle,GRASS,-,405,75,89,85,55,65,36,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grookey.png?raw=true
383,Groudon,Groudon,GROUND,-,670,100,150,140,100,90,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grotle.png?raw=true
253,Grovyle,Grovyle,GRASS,-,405,50,65,45,85,65,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Groudon.png?raw=true
58,Growlithe,Growlithe,FIRE,-,350,55,70,45,70,50,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grovyle.png?raw=true
736,Grubbin,Grubbin,BUG,-,300,47,62,45,55,45,46,https://github.com/Ajeet58698/Pokemon-images/blob/main/Growlithe.png?raw=true
326,Grumpig,Grumpig,PSYCHIC,-,470,80,45,65,90,110,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grubbin.png?raw=true
316,Gulpin,Gulpin,POISON,-,302,70,43,53,43,53,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Grumpig.png?raw=true
735,Gumshoos,Gumshoos,NORMAL,-,418,88,110,60,55,60,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gulpin.png?raw=true
533,Gurdurr,Gurdurr,FIGHTING,-,405,85,105,85,40,50,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gumshoos.png?raw=true
799,Guzzlord,Guzzlord,DARK,DRAGON,570,223,101,53,97,53,43,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gurdurr.png?raw=true
130,Gyarados,Gyarados,WATER,FLYING,540,95,125,79,60,100,81,https://github.com/Ajeet58698/Pokemon-images/blob/main/Guzzlord.png?raw=true
783,Hakamo-o,Hakamo-o,DRAGON,FIGHTING,420,55,75,90,65,70,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gyarados.png?raw=true
877,Hangry Mode,Morpeko,ELECTRIC,DARK,436,58,95,58,70,58,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hakamo-o.png?raw=true
440,Happiny,Happiny,NORMAL,-,220,100,5,5,15,65,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Morpeko.png?raw=true
297,Hariyama,Hariyama,FIGHTING,-,474,144,120,60,40,60,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Happiny.png?raw=true
856,Hatenna,Hatenna,PSYCHIC,-,265,42,30,45,56,53,39,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hariyama.png?raw=true
858,Hatterene,Hatterene,PSYCHIC,FAIRY,510,57,90,95,136,103,29,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hatenna.png?raw=true
857,Hattrem,Hattrem,PSYCHIC,-,370,57,40,65,86,73,49,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hatterene.png?raw=true
93,Haunter,Haunter,GHOST,POISON,405,45,50,45,115,55,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hattrem.png?raw=true
701,Hawlucha,Hawlucha,FIGHTING,FLYING,500,78,92,75,74,63,118,https://github.com/Ajeet58698/Pokemon-images/blob/main/Haunter.png?raw=true
612,Haxorus,Haxorus,DRAGON,-,540,76,147,90,60,70,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hawlucha.png?raw=true
479,Heat Rotom,Rotom,ELECTRIC,FIRE,520,50,65,107,105,107,86,https://github.com/Ajeet58698/Pokemon-images/blob/main/Haxorus.png?raw=true
631,Heatmor,Heatmor,FIRE,-,484,85,97,66,105,66,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rotom.png?raw=true
485,Heatran,Heatran,FIRE,STEEL,600,91,90,106,130,106,77,https://github.com/Ajeet58698/Pokemon-images/blob/main/Heatmor.png?raw=true
695,Heliolisk,Heliolisk,ELECTRIC,NORMAL,481,62,55,52,109,94,109,https://github.com/Ajeet58698/Pokemon-images/blob/main/Heatran.png?raw=true
694,Helioptile,Helioptile,ELECTRIC,NORMAL,289,44,38,33,61,43,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Heliolisk.png?raw=true
214,Heracross,Heracross,BUG,FIGHTING,500,80,125,75,40,95,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Helioptile.png?raw=true
507,Herdier,Herdier,NORMAL,-,370,65,80,65,35,65,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Heracross.png?raw=true
964,Hero Form,Palafin,WATER,-,650,100,160,97,106,87,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Herdier.png?raw=true
888,Hero of Many Battles,Zacian,FAIRY,-,660,92,120,115,80,115,138,https://github.com/Ajeet58698/Pokemon-images/blob/main/Palafin.png?raw=true
889,Hero of Many Battles,Zamazenta,FIGHTING,-,660,92,120,115,80,115,138,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zacian.png?raw=true
449,Hippopotas,Hippopotas,GROUND,-,330,68,72,78,38,42,32,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zamazenta.png?raw=true
450,Hippowdon,Hippowdon,GROUND,-,525,108,112,118,68,72,47,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hippopotas.png?raw=true
59,Hisuian Arcanine,Arcanine,FIRE,ROCK,555,95,115,80,95,80,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hippowdon.png?raw=true
713,Hisuian Avalugg,Avalugg,ICE,ROCK,514,95,127,184,34,36,38,https://github.com/Ajeet58698/Pokemon-images/blob/main/Arcanine.png?raw=true
628,Hisuian Braviary,Braviary,PSYCHIC,FLYING,510,110,83,70,112,70,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Avalugg.png?raw=true
724,Hisuian Decidueye,Decidueye,GRASS,FIGHTING,530,88,112,80,95,95,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Braviary.png?raw=true
101,Hisuian Electrode,Electrode,ELECTRIC,GRASS,490,60,50,70,80,80,150,https://github.com/Ajeet58698/Pokemon-images/blob/main/Decidueye.png?raw=true
706,Hisuian Goodra,Goodra,STEEL,DRAGON,600,80,100,100,110,150,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Electrode.png?raw=true
58,Hisuian Growlithe,Growlithe,FIRE,ROCK,350,60,75,45,65,50,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Goodra.png?raw=true
549,Hisuian Lilligant,Lilligant,GRASS,FIGHTING,480,70,105,75,50,75,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Growlithe.png?raw=true
211,Hisuian Qwilfish,Qwilfish,DARK,POISON,440,65,95,85,55,55,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lilligant.png?raw=true
503,Hisuian Samurott,Samurott,WATER,DARK,528,90,108,80,100,65,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Qwilfish.png?raw=true
705,Hisuian Sliggoo,Sliggoo,STEEL,DRAGON,452,58,75,83,83,113,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Samurott.png?raw=true
215,Hisuian Sneasel,Sneasel,FIGHTING,POISON,430,55,95,55,35,75,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sliggoo.png?raw=true
157,Hisuian Typhlosion,Typhlosion,FIRE,GHOST,534,73,84,78,119,85,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sneasel.png?raw=true
100,Hisuian Voltorb,Voltorb,ELECTRIC,GRASS,330,40,30,50,55,55,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Typhlosion.png?raw=true
571,Hisuian Zoroark,Zoroark,NORMAL,GHOST,510,55,100,60,125,60,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Voltorb.png?raw=true
570,Hisuian Zorua,Zorua,NORMAL,GHOST,330,35,60,40,85,40,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zoroark.png?raw=true
107,Hitmonchan,Hitmonchan,FIGHTING,-,455,50,105,79,35,110,76,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zorua.png?raw=true
106,Hitmonlee,Hitmonlee,FIGHTING,-,455,50,120,53,35,110,87,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hitmonchan.png?raw=true
237,Hitmontop,Hitmontop,FIGHTING,-,455,50,95,95,35,110,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hitmonlee.png?raw=true
430,Honchkrow,Honchkrow,DARK,FLYING,505,100,125,52,105,52,71,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hitmontop.png?raw=true
679,Honedge,Honedge,STEEL,GHOST,325,45,80,100,35,37,28,https://github.com/Ajeet58698/Pokemon-images/blob/main/Honchkrow.png?raw=true
250,Ho-oh,Ho-oh,FIRE,FLYING,680,106,130,90,110,154,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Honedge.png?raw=true
720,Hoopa Confined,Hoopa,PSYCHIC,GHOST,600,80,110,60,150,130,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ho-oh.png?raw=true
720,Hoopa Unbound,Hoopa,PSYCHIC,DARK,680,80,160,60,170,130,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hoopa.png?raw=true
163,Hoothoot,Hoothoot,NORMAL,FLYING,262,60,30,30,36,56,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hoopa.png?raw=true
187,Hoppip,Hoppip,GRASS,FLYING,250,35,35,40,35,55,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hoothoot.png?raw=true
116,Horsea,Horsea,WATER,-,295,30,40,70,70,25,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hoppip.png?raw=true
229,Houndoom,Houndoom,DARK,FIRE,500,75,90,50,110,80,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Horsea.png?raw=true
228,Houndour,Houndour,DARK,FIRE,330,45,60,30,80,50,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Houndoom.png?raw=true
972,Houndstone,Houndstone,GHOST,-,488,72,101,100,50,97,68,https://github.com/Ajeet58698/Pokemon-images/blob/main/Houndour.png?raw=true
367,Huntail,Huntail,WATER,-,485,55,104,105,94,75,52,https://github.com/Ajeet58698/Pokemon-images/blob/main/Houndstone.png?raw=true
635,Hydreigon,Hydreigon,DARK,DRAGON,600,92,105,90,125,90,98,https://github.com/Ajeet58698/Pokemon-images/blob/main/Huntail.png?raw=true
97,Hypno,Hypno,PSYCHIC,-,483,85,73,70,73,115,67,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hydreigon.png?raw=true
875,Ice Face,Eiscue,ICE,-,470,75,80,110,65,90,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Hypno.png?raw=true
898,Ice Rider,Calyrex,PSYCHIC,ICE,680,100,165,150,85,130,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eiscue.png?raw=true
174,Igglybuff,Igglybuff,NORMAL,FAIRY,210,90,30,15,40,20,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Calyrex.png?raw=true
314,Illumise,Illumise,BUG,-,430,65,47,75,73,85,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Igglybuff.png?raw=true
859,Impidimp,Impidimp,DARK,FAIRY,265,45,45,30,55,40,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Illumise.png?raw=true
641,Incarnate Forme,Tornadus,FLYING,-,580,79,115,70,125,80,111,https://github.com/Ajeet58698/Pokemon-images/blob/main/Impidimp.png?raw=true
642,Incarnate Forme,Thundurus,ELECTRIC,FLYING,580,79,115,70,125,80,111,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tornadus.png?raw=true
645,Incarnate Forme,Landorus,GROUND,FLYING,600,89,125,90,115,80,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Thundurus.png?raw=true
905,Incarnate Forme,Enamorus,FAIRY,FLYING,580,74,115,70,135,80,106,https://github.com/Ajeet58698/Pokemon-images/blob/main/Landorus.png?raw=true
727,Incineroar,Incineroar,FIRE,DARK,530,95,115,90,80,90,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Enamorus.png?raw=true
392,Infernape,Infernape,FIRE,FIGHTING,534,76,104,71,104,71,108,https://github.com/Ajeet58698/Pokemon-images/blob/main/Incineroar.png?raw=true
686,Inkay,Inkay,DARK,PSYCHIC,288,53,54,53,37,46,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Infernape.png?raw=true
818,Inteleon,Inteleon,WATER,-,530,70,85,65,125,65,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Inkay.png?raw=true
991,Iron Bundle,Iron Bundle,ICE,WATER,570,56,80,114,124,60,136,https://github.com/Ajeet58698/Pokemon-images/blob/main/Inteleon.png?raw=true
992,Iron Hands,Iron Hands,FIGHTING,ELECTRIC,570,154,140,108,50,68,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Bundle.png?raw=true
993,Iron Jugulis,Iron Jugulis,DARK,FLYING,570,94,80,86,122,80,108,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Hands.png?raw=true
1010,Iron Leaves,Iron Leaves,GRASS,PSYCHIC,590,90,130,88,70,108,104,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Jugulis.png?raw=true
994,Iron Moth,Iron Moth,FIRE,POISON,570,80,70,60,140,110,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Leaves.png?raw=true
995,Iron Thorns,Iron Thorns,ROCK,ELECTRIC,570,100,134,110,70,84,72,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Moth.png?raw=true
990,Iron Treads,Iron Treads,GROUND,STEEL,570,90,112,120,72,70,106,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Thorns.png?raw=true
1006,Iron Valiant,Iron Valiant,FAIRY,FIGHTING,590,74,130,90,120,60,116,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Treads.png?raw=true
2,Ivysaur,Ivysaur,GRASS,POISON,405,60,62,63,80,80,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Iron Valiant.png?raw=true
782,Jangmo-o,Jangmo-o,DRAGON,-,300,45,55,65,45,45,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ivysaur.png?raw=true
593,Jellicent,Jellicent,WATER,GHOST,480,100,60,70,85,105,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Jangmo-o.png?raw=true
39,Jigglypuff,Jigglypuff,NORMAL,FAIRY,270,115,45,20,45,25,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Jellicent.png?raw=true
385,Jirachi,Jirachi,STEEL,PSYCHIC,600,100,100,100,100,100,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Jigglypuff.png?raw=true
135,Jolteon,Jolteon,ELECTRIC,-,525,65,65,60,110,95,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Jirachi.png?raw=true
595,Joltik,Joltik,BUG,ELECTRIC,319,50,47,50,57,50,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Jolteon.png?raw=true
189,Jumpluff,Jumpluff,GRASS,FLYING,460,75,55,70,55,95,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Joltik.png?raw=true
124,Jynx,Jynx,ICE,PSYCHIC,455,65,50,35,115,95,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Jumpluff.png?raw=true
140,Kabuto,Kabuto,ROCK,WATER,355,30,80,90,55,45,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Jynx.png?raw=true
141,Kabutops,Kabutops,ROCK,WATER,495,60,115,105,65,70,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kabuto.png?raw=true
64,Kadabra,Kadabra,PSYCHIC,-,400,40,35,30,120,70,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kabutops.png?raw=true
14,Kakuna,Kakuna,BUG,POISON,205,45,25,50,25,25,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kadabra.png?raw=true
115,Kangaskhan,Kangaskhan,NORMAL,-,490,105,95,80,40,80,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kakuna.png?raw=true
588,Karrablast,Karrablast,BUG,-,315,50,75,45,40,45,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kangaskhan.png?raw=true
798,Kartana,Kartana,GRASS,STEEL,570,59,181,131,59,31,109,https://github.com/Ajeet58698/Pokemon-images/blob/main/Karrablast.png?raw=true
352,Kecleon,Kecleon,NORMAL,-,440,60,90,70,60,120,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kartana.png?raw=true
941,Kilowattrel,Kilowattrel,ELECTRIC,FLYING,490,70,70,60,105,60,125,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kecleon.png?raw=true
983,Kingambit,Kingambit,DARK,STEEL,550,100,135,120,60,85,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kilowattrel.png?raw=true
230,Kingdra,Kingdra,WATER,DRAGON,540,75,95,95,95,95,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kingambit.png?raw=true
99,Kingler,Kingler,WATER,-,475,55,130,115,50,50,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kingdra.png?raw=true
281,Kirlia,Kirlia,PSYCHIC,FAIRY,278,38,35,35,65,55,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kingler.png?raw=true
600,Klang,Klang,STEEL,-,440,60,80,95,70,85,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kirlia.png?raw=true
